auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,shortName,longName,firstTradeDateEpochUtc,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,Ticker,All Time High,52 Week High,Breakout Level,Today's High,Trailing Stop Loss,Today's Open,Current Market Price,Stop Loss,Stop Loss Points,Stop Loss Hit,Volume,Entry Price,Exit Price,Profit
2,7,7,1,5,86400,2,232.43,235.1,235.1,248.89,232.43,235.1,235.1,248.89,7.55,0.59419996,0.904,29.645433,31.825806,41718501,41718501,17564331,12428060,12428060,246.59,246.75,724332118016,157.55,248.89,1.5469311,228.702,189.0915,1050009731072,0.0523,1739509642,2936430080,0.52731,0.22681,2936679936,30.666,8.043109,1711843200,1743379200,1719705600,-0.064,24487800832,8.32,7.75,2:1,1312243200,2.242,12.768,0.296319,0.17829525,4.95,1712102400,ASHOK LEYLAND,Ashok Leyland Limited,1025495100,19800000,246.65,177.0,73.0,142.03,150.0,2.1,buy,40,68618801152,23.369,82237497344,408038309888,468238106624,345.368,159.431,-0.065,0.107,0.36839,0.17563,0.1523,ASHOKLEY.NS,245.6699981689453,248.89,245.6699981689453,248.88999938964844,243.88999938964844,235.10000610351562,246.64999389648438,242.21329818725584,3.456699981689468,No,41718501,245.6699981689453,246.64999389648438,0.9799957275390625
