auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,shortName,longName,firstTradeDateEpochUtc,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,Ticker,All Time High,52 Week High,Breakout Level,Today's High,Today's Open,Current Market Price,Stop Loss,Stop Loss Points,Stop Loss Hit,Entry Price,Exit Price,Trailing Exit,Profit,Trailing Profit
,,,,,86400,2,374.05,379.5,370.55,385,374.05,379.5,370.55,385,,,-0.056,,54.347504,16061264,16061264,10780654,18877748,18877748,371.7,371.9,1.15E+11,172.55,385,2.2501357,259.2712,238.87505,1.44E+11,-0.04447,140418937,309896992,0.76439005,0.17458001,318791008,175.85,2.107762,1711843200,1743379200,1711843200,,-2273400064,-7.33,6.82,,,2.82,145.582,0.7044885,0.18961596,1,1663632000,INDIA CEMENTS,The India Cements Limited,820554300,19800000,370.65,250,120,171.11,160,3.7,underperform,9,852499968,2.689,990200000,26182400000,51122401280,46.76,164.606,,-0.147,0.43268,0.01937,-0.016180001,INDIACEM.NS,376.8999939,385,376.8999939,385,379.5,370.6499939,375.8999939,3.600006104,Yes,379.5,375.8999939,380,-3.600006104,0.5
,,,,,86400,2,247.49,262,255.1,267.5,247.49,262,255.1,267.5,0.5,0.105900005,0.61,56.443977,,199619,199619,73179,114538,114538,266.93,266.98,24572866560,142,267.5,6.021191,216.8124,206.5596,23637764096,0.122559994,20893107,92040096,0.77655,2.00E-05,92471504,41.033,6.5064707,1711843200,1743379200,1719705600,0.357,500160000,4.73,,10:01,1696896000,5.792,39.649,0.6993271,0.18961596,0.5,1720742400,THEMIS MEDICARE LT,Themis Medicare Limited,1175485500,19800000,266.98,,,,,,none,,99250000,1.078,596174272,958017024,4081063936,25.367,44.313,0.358,0.273,0.62982,0.14608,0.21765,THEMISMED.NS,259.8999939,267.5,259.8999939,267.5,262,266.980011,258.8999939,3.100006104,No,262,266.980011,262.5,4.980010986,0.5
,,,,,86400,2,339.1,342.45,341,350.4,339.1,342.45,341,350.4,1,0.6329,0.972,,,294834,294834,684927,801855,801855,344.25,344.75,35340640256,188.65,350.4,1.6708496,293.05,247.24126,42777911296,-0.020969998,53843865,102388000,0.45914,0.029089998,102630000,111.948,3.0759819,1711843200,1743379200,1719705600,-0.522,-443500000,-3.8,,10:01,1534204800,2.022,91.749,0.67580926,0.18961596,1,1721088000,THIRUMALAI CHEM,Thirumalai Chemicals Limited,1025495100,19800000,344.35,,,,,,none,,4459200000,43.552,466249984,12517300224,21151299584,109.206,206.885,-0.519,0.061,0.17372999,0.02204,0.03042,TIRUMALCHM.NS,344.7999878,350.4,344.7999878,350.3999939,342.4500122,344.3500061,341.4500122,3.349975586,No,344.7999878,344.3500061,345.3999939,-0.449981689,0.600006104
,,,,,86400,2,555.5,564,559.8,569.95,555.5,564,559.8,569.95,10.5,0.4859,0.258,26.126791,19.042158,202266,202266,1116732,876348,876348,565,565.1,91895422976,341.3,569.95,3.9062064,485.346,411.587,85971615744,0.15032,144213900,162762000,0.07496,0.53097,165776992,119.607,4.720459,1711843200,1743379200,1719705600,0.077,3536450048,21.61,29.65,,,3.654,15.352,0.39135885,0.18961596,3.25,1716854400,CMS Info Systems Limited,CMS Info Systems Limited,1640922300,19800000,564.6,600,510,546,550,1.2,strong_buy,5,6251400192,38.408,5599997440,1808560000,23525490688,9.29,148.568,0.042,0.172,0.89922,0.23804002,0.18936001,CMSINFO.NS,563.75,569.95,563.75,569.9500122,564,564.9500122,562.75,1.25,No,564,564.9500122,564.9500122,0.950012207,0.950012207
,,,,,86400,2,550.4,557,554.7,564.6,550.4,557,554.7,564.6,6,0.1475,0.906,20.628458,26.906252,859086,859086,3844411,5299652,5299652,559.05,559.35,3.55E+11,365,564.6,1.4205803,505.171,479.401,3.85E+11,0.06882,275449631,635100992,0.49863997,0.36469,635219008,218.897,2.5566819,1711843200,1743379200,1711843200,-0.039,17218660352,27.13,20.8,10:01,1187308800,1.537,9.462,0.2717191,0.18961596,6,1720137600,APOLLO TYRES,Apollo Tyres Limited,1009856700,19800000,559.65,330,140,266.38,276.5,2.1,buy,24,14053170176,22.127,40642551808,49051021312,2.50E+11,35.283,393.959,-0.039,0.017,0.43619,0.16244,0.108459994,APOLLOTYRE.NS,558.5,564.6,558.5,564.5999756,557,559.6500244,556,2.5,No,558.5,559.6500244,559.5999756,1.150024414,1.099975586
,,,,,86400,2,504.45,534.15,518.8,540.45,504.45,534.15,518.8,540.45,7.1,0.83779997,0.414,70.10108,,769876,769876,1032867,689501,689501,520.05,520.55,2.60E+11,336.1,540.45,8.779831,482.247,412.20825,2.42E+11,0.14687,122620142,499145984,0.75431997,0.08181,499392992,48.915,10.633753,1711843200,1743379200,1719705600,1.054,4345390080,7.42,,,,8.175,45.216,0.22202039,0.18961596,0.9,1721347200,Sumitomo Chemical Ind Ltd,Sumitomo Chemical India Limited,1580096700,19800000,520.15,,,,,,none,,10271420416,20.578,5348822528,302489984,29585909760,1.237,59.234,1.048,0.158,0.38864,0.18079,0.17432,SUMICHEM.NS,529.614018,540.45,529.614018,540.4500122,534.1500244,520.1500244,528.614018,5.536006421,Yes,534.1500244,528.614018,535.4500122,-5.536006421,1.299987793
,,,,,86400,2,1581.1,1592,1584.4,1606.95,1581.1,1592,1584.4,1606.95,2,0.1102,1.018,88.01705,26.146242,13864,13864,82316,58880,58880,1595.1,1602.45,40496275456,811.15,1606.95,3.6063142,1321.608,1077.6963,37526900736,0.03613,12465758,25307800,0.42936,0.27766,25373400,470.625,3.4000533,1711843200,1743379200,1711843200,0.404,405716992,18.18,61.2,,,3.342,27.221,0.538484,0.18961596,2,1694649600,GANESHA ECOSPHERE,Ganesha Ecosphere Limited,1425872700,19800000,1600.15,1540,1540,1540,1540,,none,1,1807587968,80.856,1378612992,3987902976,11229270016,37.904,502.348,0.368,0.013,0.28461,0.122770004,0.115389995,GANECOS.NS,1600.25,1606.95,1600.25,1606.949951,1592,1600.150024,1591,9.25,No,1600.25,1600.150024,1601.949951,-0.099975586,1.699951172
,,,,,86400,2,904.65,914,907.35,973.4,904.65,914,907.35,973.4,2.5,0.0848,0.708,37.241913,,113676,113676,128559,92441,92441,965.3,968.95,17095633920,315.25,973.4,1.4962571,838.212,636.099,17890490368,0.037249997,8591221,17682700,0.43523,0.02547,17783600,263.207,3.6731546,1680220800,1711843200,1703980800,0.281,425600992,25.96,,,,1.566,16.766,1.6556582,0.18961596,2.5,1724976000,SALZER ELECTRONICS,Salzer Electronics Limited,1449027900,19800000,966.8,,,,,,none,,143236992,8.658,1067079232,3007409920,11425599488,68.629,677.325,0.164,0.101,0.22483999,0.093389995,0.09671,SALZERELEC.NS,965.9500122,973.4,965.9500122,973.4000244,914,966.7999878,955.2905121,10.65950012,No,965.9500122,966.7999878,968.4000244,0.849975586,2.450012207
,,,,,86400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MOS.NS,0P0001QQNM,24800",,1681789500,19800000,,,,,,,,,,,,,,,,,,,,,MOS.NS,224.8000031,0,224.8000031,232.5,221,227.1000061,221.552003,3.248000031,No,224.8000031,227.1000061,227.5,2.300003052,2.699996948
,,,,,86400,2,1073.5,1099,1031.7,1106.95,1073.5,1099,1031.7,1106.95,,,0.36,38.083073,26.529057,41628,41628,215108,362677,362677,1094.95,1094.95,1.49E+11,767.1,1106.95,7.487117,993.205,911.43024,1.66E+11,0.19685,46198709,136075008,0.72373,0.18014,136179008,190.236,5.7594256,1711843200,1743379200,1711843200,0.085,3919830016,28.77,41.3,,,8.341,24.614,0.35594296,0.18961596,7.35,1660176000,ERIS LIFESCIENCES,Eris Lifesciences Limited,1498794300,19800000,1095.65,1270,930,1080.7,1075,1.5,strong_buy,10,14006320128,103.031,6748299776,27812689920,19912949760,86.32,146.407,0.087,0.38,0.80915,0.33889,0.17273001,ERIS.NS,1098.650024,1106.95,1098.650024,1106.949951,1099,1095.650024,1097.650024,1.349975586,Yes,1099,1097.650024,1101.949951,-1.349975586,2.949951172
2,7,7,1,5,86400,2,246.38,249,249,257.3,246.38,249,249,257.3,7.55,0.59419996,0.904,30.703482,33.00129,7124716,7124716,18058260,16473676,16473676,256.03,256,7.51E+11,157.55,257.3,1.6039304,229.4176,189.4709,1.09E+12,0.0523,1739509642,2936430080,0.52731,0.22681,2936679936,30.666,8.340181,1711843200,1743379200,1719705600,-0.064,24487800832,8.33,7.75,02:01,1312243200,2.33,13.266,0.33902168,0.18961596,4.95,1712102400,ASHOK LEYLAND,Ashok Leyland Limited,1025495100,19800000,255.76,177,73,142.03,150,2.1,buy,40,68618801152,23.369,82237497344,4.08E+11,4.68E+11,345.368,159.431,-0.065,0.107,0.36839,0.17563,0.1523,ASHOKLEY.NS,248.8899994,257.3,248.8899994,257.2999878,249,255.8500061,247.8899994,1.11000061,No,249,255.8500061,252.2999878,6.850006104,3.299987793
,,,,,86400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SJLOGISTIC.NS,0P0001S278,56500",,1702957500,19800000,,,,,,,,,,,,,,,,,,,,,SJLOGISTIC.NS,510.7999878,0,510.7999878,528.9500122,520,528.9500122,509.7999878,10.20001221,No,520,528.9500122,523.9500122,8.950012207,3.950012207
10,4,5,1,4,86400,2,1878.9,1893.6,1884.1,1903,1878.9,1893.6,1884.1,1903,20,0.5924,0.588,29.264547,26.054703,640955,640955,8843349,10406577,10406577,1886.05,1885.3,7.81E+12,1333.25,1903,418.6618,1577.088,1536.8325,7.78E+12,0.17181998,3577174246,4141779968,0.15885,0.48022997,4141779968,2.404,784.5674,1711843200,1743379200,1719705600,0.054,3206000128,64.45,72.39,02:01,1536019200,416.958,1840.554,0.38592613,0.18961596,8,1717113600,INFOSYS LTD,Infosys Limited,820467900,19800000,1886.1,2140,1160,1809.54,1870,2.3,buy,41,3022000128,0.73,4227000064,1002000000,18659000320,10.017,4.508,0.059,0.021,0.29551,0.22654,0.21086,INFY.NS,1883,1903,1883,1903,1893.599976,1886.099976,1882,11.59997559,No,1893.599976,1886.099976,1898,-7.5,4.400024414
,,,,,86400,2,1846.1,1850,1820,1868.3,1846.1,1850,1820,1868.3,28,0.23110001,0.674,15.028902,32.4826,131826,131826,793526,729802,729802,1820.95,1820.55,1.80E+11,970.55,1868.3,2.8010852,1524.997,1346.2605,1.69E+11,0.18646999,46918457,98777800,0.42501,0.34487998,98777800,519.357,3.5043333,1711843200,1743379200,1719705600,-0.216,11967500288,121.1,56.03,,,2.639,9.682,0.6508093,0.18961596,12,1707091200,MAHANAGAR GAS LTD,Mahanagar Gas Limited,1467344700,19800000,1820,1259,822,1015.74,993,2.1,buy,19,14448799744,146.276,17493624832,1414300032,64180699136,2.754,649.669,-0.216,0.083,0.4069,0.27257,0.21219,MGL.NS,1858.349976,1868.3,1858.349976,1868.300049,1850,1820,1849,9.349975586,Yes,1858.349976,1849,1863.300049,-9.349975586,4.950073242
,,,,,86400,2,1334.65,1349,1332.6,1359.9,1334.65,1349,1332.6,1359.9,5,0.1228,0.539,17.25414,32.309185,151109,151109,985373,1416429,1416429,1333.05,1334.35,2.39E+11,724.2,1359.9,5.7870383,1153.13,955.906,2.24E+11,0.3364,80370468,179110000,0.51418,0.16252,179220000,326.671,4.081783,1711843200,1743379200,1711843200,0.401,13882999808,77.28,41.27,05:01,1448496000,5.436,11.937,0.6003957,0.18961596,1.25,1708905600,NATCO PHARMA LTD,NATCO Pharma Limited,820467900,19800000,1333.4,1310,813,1048.43,1042.5,2.7,hold,14,18492000256,103.207,18794999808,3712000000,41268998144,6.342,229.903,0.427,0.188,0.82636,0.45543,0.41355,NATCOPHARM.NS,1349,1359.9,1349,1359.900024,1349,1333.400024,1348,1,Yes,1349,1348,1354.900024,-1,5.900024414
,,,,,86400,2,2508,2529,2486.15,2539.95,2508,2529,2486.15,2539.95,8,0.22540002,0.404,69.88206,,118632,118632,1062916,679075,679075,2488.05,2487.9,1.18E+12,1317,2539.95,3.0136454,2372.331,2079.0962,1.43E+12,0.04299,229467076,475087008,0.50609,0.31013,475116000,142.785,17.4283,1711843200,1743379200,1711843200,0.151,16863699968,35.61,,02:01,1283904000,3.654,27.245,0.82174766,0.18961596,8,1710806400,TVS MOTOR CO,TVS Motor Company Limited,965187900,19800000,2488.5,,,,,,none,,25439000576,53.546,52612800512,2.60E+11,3.92E+11,346.23,825.744,0.153,0.224,0.3728,0.13411,0.116280004,TVSMOTOR.NS,2528.800049,2539.95,2528.800049,2539.949951,2529,2488.5,2527.800049,1.199951172,Yes,2529,2527.800049,2534.949951,-1.199951172,5.949951172
,,,,,86400,2,774.75,797,785.55,833,774.75,797,785.55,833,,,,52.13924,,832248,832248,769967,490239,490239,822.3,823.4,1.41E+11,368.15,833,15.326666,730.023,623.05676,1.29E+11,0.29396,95027143,171352992,0.14064,0.7076,171396992,66.803,12.331781,1711843200,1743379200,1719705600,0.569,2707450112,15.8,,,,14.009,30.117,1.0081649,0.18961596,,,Kfin Technologies Limited,KFin Technologies Limited,1672285500,19800000,823.8,,,,,,none,,3974850048,23.24,4283952384,486609984,9210130432,4.265,54,0.57,0.315,0.63092,0.46513,0.37847,KFINTECH.NS,822,833,822,833,797,823.7999878,812.78,9.22,No,822,823.7999878,828,1.799987793,6
,,,,,86400,2,799.5,852.65,815,864,799.5,852.65,815,864,2,0.0357,0.288,29.522873,,108227,108227,158841,169342,169342,826.1,828,14934323200,398,864,1.9655526,652.825,535.1595,15179065344,0.06663,4725722,18079200,0.61881,2.00E-05,18089900,233.888,3.5318186,1711843200,1743379200,1711843200,0.25,506230016,27.98,,,,1.998,20.055,0.72566366,0.18961596,2,1721952000,Asso Alcohols & Brew Ltd,Associated Alcohols & Breweries Limited,1581479100,19800000,826.05,,,,,,none,,355192992,19.646,756870016,1079938048,7598027776,25.539,420.268,0.251,0.311,0.33128,0.09961,0.05836,ASALCBR.NS,818,864,818,864,852.6500244,826.0499878,817,35.65002441,No,852.6500244,826.0499878,859,-26.60003662,6.349975586
,,,,,86400,2,842.8,890,851.05,901.8,842.8,890,851.05,901.8,2,0.034,,29.614077,,757140,757140,761377,1909594,1909594,869.85,870.95,48364552192,246.5,901.8,6.096545,587.355,472.42126,43253760000,0.19208,15052493,55530800,0.71049005,0.00071,57045100,153.863,5.660555,1711843200,1743379200,1711843200,0.337,1523831040,29.41,,,,5.452,21.219,2.0110755,0.18961596,1,1700784000,EMS Limited,EMS Limited,1695267900,19800000,870.95,,,,,,none,,1195176960,23.04,2038471040,706547008,7933108224,8.826,152.933,0.212,0.289,0.27629998,0.25696,0.26481,EMSLIMITED.NS,874,901.8,874,901.7999878,890,870.9500122,873,17,Yes,890,873,896.7999878,-17,6.799987793
,,,,,86400,2,502.1,515,508.4,533.5,502.1,515,508.4,533.5,,,0.292,28.654469,22.849787,304120,304120,233357,148034,148034,532.05,529.65,86731694080,336.25,533.5,4.4639325,473.359,433.8315,77265018880,0.15709,49085669,162810000,0.69876,0.07767,163896000,128.691,4.137042,1711843200,1743379200,1711843200,0.507,3052232960,18.58,23.3,02:01,1083196800,3.977,22.823,0.46278226,0.18961596,0.8,1584576000,FDC LTD,FDC Limited,1025495100,19800000,532.4,,,,,,none,,4763195904,29.229,3385371904,205184992,19429437440,0.978,118.274,0.535,0.063,0.66229,0.17424,0.09932,FDC.NS,521.6500244,533.5,521.6500244,533.5,515,532.4000244,515.4335242,6.216500244,No,521.6500244,532.4000244,528.5,10.75,6.849975586
,,,,,86400,2,541.55,549.85,549,565.95,541.55,549.85,549,565.95,2.2,0.19489999,0.859,46.04305,55.67568,63516,63516,387371,194523,194523,556.2,556.6,77068746752,353.75,565.95,2.661347,491.794,420.7775,75786969088,0.05776,68440844,138460992,0.48568,0.20218,138563008,98.335,5.6561756,1711843200,1743379200,1711843200,0.442,1672700032,12.08,9.99,05:01,1268870400,2.617,23.465,0.2914034,0.18961596,1.1,1708905600,SUPRAJIT ENG LTD,Suprajit Engineering Limited,1108698300,19800000,556.2,350,235,301.14,314,2.6,hold,7,6311989760,45.566,3229799936,7080970240,28958550016,51.982,209.135,0.439,0.12,0.41356,0.11153,0.08541001,SUPRAJIT.NS,553.7000122,565.95,553.7000122,565.9500122,549.8499756,556.2000122,548.8499756,4.850036621,No,553.7000122,556.2000122,560.9500122,2.5,7.25
,,,,,86400,2,791.15,730,720.3,833,791.15,730,720.3,833,7,0.3545,0.934,48.776207,,4230498,4230498,2079915,1101857,1101857,,,2.78E+11,280,887.65,3.9411979,665.943,441.95325,2.86E+11,0.080790006,127451553,351000000,0.65215,0.16046,351497984,110.904,7.1336474,1711843200,1743379200,1711843200,0.394,5692100096,16.22,,10:01,1442361600,4.056,30.971,1.4987609,0.18961596,2,1719360000,AEGIS LOGISTICS,Aegis Logistics Limited,1025495100,19800000,791.15,,,,,,none,,19686199296,56.063,9227499520,26654300160,70459203584,59.738,200.778,0.394,-0.147,0.18121,0.13096,0.14882,AEGISCHEM.NS,970,887.65,887.65,899.9500122,879.7999878,894.2999878,878.7999878,8.850012207,No,887.65,894.2999878,894.9500122,6.649987793,7.300012207
8,4,5,9,5,86400,2,1206.05,1227,1210.5,1239.85,1206.05,1227,1210.5,1239.85,3,0.1583,0.478,32.142857,,183955,183955,1691653,1236302,1236302,1215.7,1215,1.23E+12,567.75,1239.85,6.267025,1103.23,883.505,1.23E+12,0.19744,249234097,1006230016,0.75132006,0.14441,,197.066,6.1768646,1711843200,1743379200,1711843200,2.986,38364999680,37.87,,,,6.297,23.414,,,,,ZYDUS LIFESCIENCES,Zydus Lifesciences Limited,956807100,19800000,1217.25,,,,,,none,,13575999488,13.492,52572000256,8218999808,1.95E+11,3.719,193.17,2.99,0.186,0.67291,0.26895002,0.25659,ZYDUSLIFE.NS,1215,1239.85,1215,1239.849976,1227,1217.25,1214,13,No,1227,1217.25,1234.849976,-9.75,7.849975586
,,,,,86400,2,450.55,460,457.1,473.05,450.55,460,457.1,473.05,,,0.189,57.689026,,81053,81053,680308,318552,318552,473.05,,79543353344,176.65,473.05,1.2662953,314.0778,271.1072,80599932928,0.02192,32138255,168075008,0.78258,0.04659,168150000,28.622,16.527496,1711843200,1743379200,1711843200,0.771,1376700032,8.2,,05:01,1652400000,1.283,18.911,1.2370903,0.18961596,0.5,1342396800,BLACK BOX LIMITED,Black Box Limited,1025495100,19800000,473.05,,,,,,none,,2226500096,13.251,4262000128,7122500096,62815801344,148.102,374.148,0.765,-0.12,0.13551,0.06785,0.0647,BBOX.NS,457.1000061,473.05,457.1000061,473.0499878,460,473.0499878,456.1000061,3.899993896,No,460,473.0499878,468.0499878,13.04998779,8.049987793
3,5,8,7,6,86400,2,1118.3,1124,1118.6,1139.9,1118.3,1124,1118.6,1139.9,3,0.024400001,1.813,13.798559,,3344831,3344831,12869326,12147945,12147945,1129.9,1129.45,4.15E+12,593.3,1139.9,0.9472529,982.907,887.77124,4.92E+12,0.0717,2136168278,3324659968,0.47926998,0.23567,3852760064,221.588,5.0975237,1711843200,1743379200,1711843200,2.219,3.14E+11,81.86,,05:01,1315785600,1.124,10.138,0.73568213,0.18961596,3,1718064000,TATA MOTORS LTD.,Tata Motors Limited,662787900,19800000,1129.55,,,,,,none,,5.92E+11,154.522,4.85E+11,1.12E+12,4.38E+12,117.15,1143.185,2.217,0.133,0.43827,0.11085,0.06937,TATAMOTORS.NS,1120.5,1139.9,1120.5,1139.900024,1124,1129.5,1119.5,4.5,No,1124,1129.5,1134.900024,5.5,10.90002441
10,3,8,9,8,86400,2,1967.3,1969,1967.3,1997.05,1967.3,1969,1967.3,1997.05,12,0.2587,0.63,46.88044,33.83067,192768,192768,899691,973787,973787,1988.1,1988.35,9.83E+11,1266,1997.05,4.59571,1758.324,1600.3862,9.69E+11,0.09859,222049463,493444000,0.02645,0.79982,493696000,278.656,7.1484194,1711843200,1743379200,1719705600,0.487,21086013440,42.49,58.88,,,4.53,34.183,0.41992056,0.18961596,6,1717718400,ICICI LOMBARD GEN,ICICI Lombard General Insurance Company Limited,1506483900,19800000,1991.95,2205,1260,1925.35,2000,2.4,buy,23,1231800064,2.498,28342390784,,2.14E+11,,434.577,0.471,0.19,0.25410998,0.13252,0.13709,ICICIGI.NS,1980.050049,1997.05,1980.050049,1997.050049,1969,1991.949951,1968,12.05004883,No,1980.050049,1991.949951,1992.050049,11.89990234,12
3,5,8,7,6,86400,2,765,768.1,765.1,786,765,768.1,765.1,786,3.1,0.0256,1.813,9.473492,18.144594,609617,609617,1797988,2297616,2297616,775.25,775.5,4.16E+12,392.95,786,0.95069134,663.923,594.14874,3.57E+12,0.0717,2136168278,508503008,0.09694,0.39657003,5368589824,221.588,3.4997382,1711843200,1743379200,1711843200,2.219,3.14E+11,81.86,42.74,05:01,1315785600,0.815,7.348,0.846488,0.18961596,3.1,1718064000,TATA MOTORS LTD.,Tata Motors Limited,1225856700,19800000,775.5,203,203,203,203,3,hold,1,5.92E+11,154.522,4.85E+11,1.12E+12,4.38E+12,117.15,1143.185,2.217,0.133,0.43827,0.11085,0.06937,TATAMTRDVR.NS,767.2000122,786,767.2000122,786,768.0999756,775.5,766.2000122,1.899963379,No,768.0999756,775.5,781,7.400024414,12.90002441
,,,,,86400,2,1287.8,1283,1282.8,1329.4,1287.8,1283,1282.8,1329.4,27,0.4052,0.205,21.657663,37.350803,2763,2763,7786,15919,15919,1280.1,1282.1,16011839488,748.95,1329.4,2.1601133,1078.673,1020.7025,15130844160,0.09972,8450208,12480000,0.54491,,12572500,1658.79,0.7734553,1711843200,1743379200,1711843200,-0.221,739200000,59.24,34.35,03:02,1571961600,2.041,26.49,0.61075675,0.18961596,18,1721001600,INDIA MOTOR PARTS,India Motor Parts & Accessories Limited,1128570300,19800000,1283,394,394,394,394,2,buy,1,940899968,75.393,571200000,,7412499968,,593.95,-0.22,0.036,0.15742,0.07706,0.082279995,IMPAL.NS,1311.199951,1329.4,1311.199951,1329.400024,1283,1283,1297.087952,14.11199951,Yes,1311.199951,1297.087952,1324.400024,-14.11199951,13.20007324
,,,,,86400,2,760.3,779,768.25,799.15,760.3,779,768.25,799.15,34,0.89589995,1.08,20.448076,,544307,544307,199031,433034,433034,773.2,774.5,55513378816,327.25,799.15,2.0052295,649.697,618.80774,57972903936,0.09803,20843514,71518600,0.68797,0.00807,71556304,147.019,5.276869,1711843200,1743379200,1711843200,0.336,2713999872,37.94,,05:01,1195776000,2.094,13.727,1.1477401,0.18961596,20,1708041600,BANCO PRODUCTS,Banco Products (India) Limited,1166759100,19800000,775.8,,,,,,none,,634600000,8.873,4223200000,4229700096,27684300800,40.225,387.111,0.335,0.188,0.42129,0.15255,0.11842,BANCOINDIA.NS,769,799.15,769,799.1500244,779,775.7999878,768,11,No,779,775.7999878,794.1500244,-3.200012207,15.15002441
,,,,,86400,2,332,336,336,358.45,332,336,336,358.45,1,0.089099996,0.373,30.209448,,149340,149340,84650,307267,307267,338.45,339.5,8610211840,182.6,358.45,1.4778328,284.203,252.33275,9364098048,0.05998,6395437,25402600,,,26990800,113.739,2.9800684,1711843200,1743379200,1719705600,0.412,349470016,11.22,,03:02,1577664000,1.607,17.98,0.6314496,0.18961596,1,1692316800,MMP Industries Limited,MMP Industries Limited,1524714300,19800000,338.95,,,,,,none,,3916000,0.154,520799264,932236992,5826242048,32.258,229.413,0.411,0.027,0.23606001,0.08939,0.09797,MMP.NS,338,358.45,338,358.4500122,336,338.9500122,335,3,No,338,338.9500122,353.4500122,0.950012207,15.45001221
,,,,,86400,2,335.3,340.6,338.95,363.45,335.3,340.6,338.95,363.45,2.25,0.2052,0.59,41.150234,40.252583,3347809,3347809,2271664,4509066,4509066,350.8,350.3,71827070976,138.6,363.45,2.2551036,260.9886,240.84116,69624381440,0.054899998,122503324,204868992,0.4758,0.15303999,205028000,85.091,4.1202946,1711843200,1743379200,1711843200,0.012,1748526976,8.52,8.71,,,2.186,15.624,1.2786272,0.18961596,1.5,1722211200,ORIENT CEMENT LTD,Orient Cement Limited,1373600700,19800000,350.6,205,116,157.93,160,2.7,hold,15,764372992,3.731,4456271872,1696259968,31850897408,9.73,155.47,0.013,0.014,0.55307,0.13991,0.1247,ORIENTCEM.NS,337.4834494,363.45,337.4834494,363.4500122,340.6000061,350.6000061,336.4834494,4.116556748,No,340.6000061,350.6000061,358.4500122,10,17.8500061
,,,,,86400,2,236.33,245,244.89,268.5,236.33,245,244.89,268.5,,,,23.592323,,3651746,3651746,1698844,2385306,2385306,258.56,258.7,32170616832,141,268.5,2.1827383,192.1048,189.0442,32483770368,0.0829,40092325,124644000,0.67810994,0.04082,,57.892,4.458302,1711843200,1743379200,1711843200,0.682,1221849984,10.94,,,,2.204,15.477,,,,,Vishnu Prakash R Pungli L,Vishnu Prakash R Punglia Limited,1693885500,19800000,258.1,,,,,,none,,906979968,7.282,2098899968,3955170048,14738650112,54.852,132.085,0.261,0.442,0.18509,0.14241,0.15492,VPRPL.NS,242,268.5,242,268.5,245,258.1000061,241,4,No,245,258.1000061,263.5,13.1000061,18.5
,,,,,86400,2,2409.8,2440,2439.75,2532.25,2409.8,2440,2439.75,2532.25,4,0.0733,0.511,46.290855,,15638,15638,49687,48260,48260,2523,2525,30327629824,1205,2552,5.881211,2226.364,1794.427,28847472640,0.12948,5021512,12030000,,0.03306,12159500,291.214,8.656864,1711843200,1743379200,1711843200,0.172,667692032,54.46,,,,5.594,29.183,0.9281485,0.18961596,2,1695340800,Jash Engineering Limited,Jash Engineering Limited,1507779900,19800000,2521,,,,,,none,,1015990016,84.243,988499968,800755008,5156698112,22.8,427.555,0.164,0.286,0.59095,0.19169001,0.2321,JASH.NS,2508,2552,2508,2532.25,2440,2521,2481.92,26.08,No,2508,2521,2527.25,13,19.25
,,,,,86400,2,1840.45,1904.4,1872.2,1929.7,1840.45,1904.4,1872.2,1929.7,,,1.078,150.58705,32.28339,148994,148994,91307,70802,70802,1884,1884.55,76479217664,818,1929.7,1.7233434,1538.374,1290.5568,73193414656,0.01135,9382532,40518800,0.78663003,0.065570004,40565000,177.105,10.64538,1711843200,1743379200,1711843200,,503600000,12.52,58.4,,,1.649,41.273,1.2143416,0.18961596,,,IFB INDUSTRIES LTD,IFB Industries Limited,1025495100,19800000,1885.35,1665,875,1431.75,1593.5,2,buy,4,3020800000,74.553,1773400064,1641400064,44378398720,22.873,1095.255,,0.079,0.40026,0.03996,0.01391,IFBIND.NS,1865,1929.7,1865,1929.699951,1904.400024,1885.349976,1864,40.40002441,No,1904.400024,1885.349976,1924.699951,-19.05004883,20.29992676
