auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,shortName,longName,firstTradeDateEpochUtc,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,Ticker,All Time High,52 Week High,Breakout Level,Today's High,Today's Open,Current Market Price,Stop Loss,Stop Loss Points,Stop Loss Hit,Entry Price,Exit Price,Trailing Exit,Profit,Trailing Profit
,,,,,86400,2,88.65,93.05,92.6,93.05,88.65,93.05,92.6,93.05,0.02,0.0039,0.299,18.138401,,8042,8042,15588,54807,54807,93.05,,960276032,46.1,93.05,1.2072581,55.588,64.808,1243503616,0.05684,1064974,10320000,,,10422200,52.45,1.7740706,1711843200,1743379200,1711843200,-0.059,45208000,5.13,,06:05,1570060800,1.563,9.397,0.5363952,0.18961596,0.02,1695340800,Reliable Data Service Ltd,Reliable Data Services Limited,1507779900,19800000,93.05,,,,,,none,,71587000,7.644,132336000,381196000,795419008,64.078,90.261,0.037,0.088,0.80973,0.16636999,0.10922,RELIABLE.NS,88.65000153,93.05,88.65000153,93.05000305,93.05000305,93.05000305,87.65000153,5.400001526,No,93.05000305,93.05000305,88.3975029,0,-4.652500153
,,,,,86400,2,158.95,166.5,165,166.89,158.95,166.5,165,166.89,,,0.759,42.902313,,17380,17380,13067,45936,45936,166.89,,6611664384,57.1,166.89,1.3479713,111.9332,103.9163,6584902144,0.00748,9424062,39616900,0.83967,,39839300,7.393,22.574057,1711843200,1743379200,1711843200,5.679,154600000,3.89,,,,1.343,20.578,1.3255303,0.18961596,1.5,1355184000,INSPIRISYS SOLUTIO,Inspirisys Solutions Limited,1162179900,19800000,166.89,,,,,,none,,591000000,14.918,320000000,878800000,4904900096,300.034,123.808,5.714,-0.061,0.34614,0.06524,0.059910003,INSPIRISYS.NS,158.9499969,166.89,158.9499969,166.8899994,166.5,166.8899994,157.9499969,8.550003052,No,166.5,166.8899994,161.8899994,0.38999939,-4.61000061
,,,,,86400,2,310.4,317,310.55,317.7,310.4,317,310.55,317.7,2,,,35.19774,,223611,223611,186565,381037,381037,311.5,311.6,15749004288,227.65,317.7,4.7506075,272.017,273.0905,14220758016,0.11983,17089629,50477200,0.69606,0.1393,50558600,47.813,6.5149646,1711843200,1743379200,1711843200,0.27,397248000,8.85,,,,4.29,20.197,0.18202591,0.18961596,2,1723161600,R K SWAMY LTD,,1710215100,19800000,311.5,,,,,,none,,1775101056,35.166,704091008,327673984,3315155968,13.577,73.939,0.259,0.43,0.34373,0.21239,0.29977,RKSWAMY.NS,313.8999939,317.7,313.8999939,317.7000122,317,311.5,312.8999939,4.100006104,Yes,317,312.8999939,312.8999939,-4.100006104,-4.100006104
,,,,,86400,2,365.6,383.85,370.4,383.85,365.6,383.85,370.4,383.85,0.75,0.20889999,0.749,106.089386,,1347886,1347886,1023718,907624,907624,379.5,379.55,1.15E+11,172,383.85,9.615729,330.121,274.792,96218939392,0.07219,62050701,303755008,0.71436995,0.06593,303961984,58.068,6.5406075,1711843200,1743379200,1711843200,,866649984,3.58,,10:01,1287705600,8.014,71.313,0.99563324,0.18961596,0.75,1695254400,GENUS POWER INFRA,Genus Power Infrastructures Limited,1120794300,19800000,379.8,,,,,,none,,8565096960,31.661,1349250944,5879489024,12005824512,37.428,50.01,,1.076,0.40242,0.11238,0.11509,GENUSPOWER.NS,381,383.85,381,383.8500061,383.8500061,379.7999878,380,3.850006104,Yes,383.8500061,380,380,-3.850006104,-3.850006104
,,,,,86400,2,286.11,282,280,286.11,286.11,282,280,286.11,,,1.139,64.15022,,16853,16853,60358,32904,32904,287,286,5694904832,88.4,286.11,5.567052,228.55,156.3615,5448154112,0.08498,8128009,19904600,0.60076,,20213100,21.154,13.525102,1711843200,1743379200,1711843200,1.975,86935000,4.46,,,,5.326,49.324,1.9480679,0.18961596,,,Iris Business Serv Ltd,IRIS Business Services Limited,1636343100,19800000,286.11,,,,,,none,,157784000,8.15,110457000,64654000,1022966016,15.715,52.836,1.98,0.477,0.49802,0.107980005,0.16397,IRIS.NS,285,286.11,285,286.1099854,282,286.1099854,281.15,3.85,No,285,286.1099854,281.15,1.109985352,-3.85
,,,,,86400,2,2357.9,2376,2321.05,2377.25,2357.9,2376,2321.05,2377.25,1.5,0.0448,0.534,69.44444,40.882717,11259,11259,92872,54807,54807,2326.1,2325,96270573568,1058.8,2377.25,11.703105,1857.108,1448.1047,96417415168,0.16867,12874293,41406700,0.68919,0.22361,41492100,116.208,20.007229,1711843200,1743379200,1711843200,0.081,1387512064,33.48,56.87,,,11.721,,1.0503478,0.18961596,1.5,1692316800,Prudent Corp Adv Ser Ltd,Prudent Corporate Advisory Services Limited,1653018300,19800000,2325,2550,1480,2023.25,2031.5,1.2,strong_buy,4,1454077056,35.104,,203154000,8226071040,4.22,198.669,0.08,0.346,0.47072,,0.24388,PRUDENT.NS,2367.199951,2377.25,2367.199951,2377.25,2376,2325,2366.199951,9.800048828,Yes,2376,2366.199951,2372.25,-9.800048828,-3.75
,,,,,86400,2,578.75,581,581,595,578.75,581,581,595,4,0.056900002,0.719,11.258781,,639561,639561,1128606,1125909,1125909,592.55,592.5,1.89E+11,300.3,598,0.9005624,552.54,497.1865,2.25E+11,0.080019996,111484093,318275008,0.64779,0.09922,318590016,317.492,1.8677635,1711843200,1743379200,1711843200,0.387,16770325504,52.67,,05:01,1260403200,1.075,7.114,0.7843379,0.18961596,4,1718064000,JINDAL SAW LTD,Jindal Saw Limited,1025495100,19800000,593,,,,,,none,,8946444288,28.142,31683637248,57612349440,2.10E+11,61.505,659.237,0.379,0.046,0.41516998,0.15118,0.11862001,JINDALSAW.NS,593.7144021,598,593.7144021,595,581,593,586.7772581,6.937144021,No,593.7144021,593,590,-0.71440211,-3.71440211
,,,,,86400,2,563.1,563.1,563.1,568,563.1,563.1,563.1,568,1.5,0.089700006,0.359,33.74103,,95115,95115,1766321,1468334,1468334,564.6,564.5,1.37E+11,287.7,568,3.0360844,481.163,426.544,1.46E+11,0.089940004,141732378,242368992,0.43633997,0.31219998,242519008,133.084,4.2390523,1711843200,1743379200,1711843200,0.084,4053100032,16.72,,10:01,1427068800,3.236,17.198,0.7417259,0.18961596,1.5,1722297600,GRANULES INDIA,Granules India Limited,1119239100,19800000,564.15,,,,,,none,,3811000064,15.724,8478640128,13150640128,45063671808,40.77,186.052,0.089,-0.017,0.52717996,0.18815,0.1758,GRANULES.NS,566.6500244,568,566.6500244,568,563.0999756,564.1500244,562.0999756,4.550048828,No,566.6500244,564.1500244,563,-2.5,-3.650024414
9,2,1,5,2,86400,2,1305.45,1298.5,1268.55,1313.9,1305.45,1298.5,1268.55,1313.9,9,0.2017,0.391,65.79889,81.79511,1533710,1533710,1162911,1239001,1239001,,,9.51E+11,896.4,1334.85,8.403633,1208.053,1116.1425,9.11E+11,0.12437,269005617,727350976,0.59509,0.2028,728771968,98.233,13.289322,1711843200,1743379200,1711843200,1.344,14080000000,19.84,15.96,05:01,1529020800,8.045,45.517,0.39916754,0.18961596,5,1720742400,UNITED SPIRITS,United Spirits Limited,1025495100,19800000,1305.45,900,480,702,704,2.4,buy,22,18680000512,26.354,20010000384,2649999872,1.13E+11,3.721,159.443,1.345,0.112,0.46577,0.17674999,0.09378,MCDOWELL-N.NS,1450,1334.85,1334.85,1442.699951,1441.050049,1415.400024,1333.85,107.2000488,No,1441.050049,1415.400024,1437.699951,-25.65002441,-3.350097656
,,,,,86400,2,147.86,150.8,141.99,152.59,147.86,150.8,141.99,152.59,,,1.592,,7.466666,321799,321799,405142,455986,455986,144.48,144.07,31590406144,60.75,152.59,270.16742,110.445,100.29525,29852801024,,58934422,218074000,0.71765,0.04147,218648992,12.383,11.667608,1711843200,1743379200,1711843200,,-1050763008,-4.82,19.35,10:05,1174608000,255.307,-23.231,1.321193,0.18961596,1.381944,1550102400,SUVEN LIFE SCIENCE,Suven Life Sciences Limited,1066967100,19800000,144.48,,,,,1,strong_buy,,2398674944,10.999,-1285037952,7097000,116929000,0.263,0.536,,-0.106,0.9295,,-13.24078,SUVEN.NS,147.8600006,152.59,147.8600006,152.5899963,150.8000031,144.4799957,146.8600006,3.940002441,Yes,150.8000031,146.8600006,147.5899963,-3.940002441,-3.210006714
,,,,,86400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PARIN.NS,0P0001EON4,22000",,1540784700,19800000,,,,,,,,,,,,,,,,,,,,,PARIN.NS,254.4499969,0,254.4499969,259,257,258.1499939,253.4499969,3.550003052,No,257,258.1499939,254,1.149993896,-3
,,,,,86400,2,537.25,561.4,540.7,563.55,537.25,561.4,540.7,563.55,0.73,0.0616,0.563,67.577065,,751810,751810,1938064,2308487,2308487,545.15,546.75,1.87E+11,181.3,563.55,12.632225,442.939,344.65125,1.87E+11,0.17928,111582885,341891008,0.66440004,0.12376001,342024000,106.945,5.1245966,1711843200,1743379200,1711843200,0.763,2659261952,8.11,,05:01,1191801600,12.62,56.075,1.6642697,0.18961596,0.73,1720742400,ANANT RAJ LTD,Anant Raj Limited,1159328700,19800000,548.05,,,,,,none,,3050124032,8.921,3338134016,6273383936,14832965632,17.026,45.279,0.64,0.58,0.26896998,0.22504999,0.22489999,ANANTRAJ.NS,551.2005177,563.55,551.2005177,563.5499878,561.4000244,548.0499878,550.2005177,11.19950671,Yes,561.4000244,550.2005177,558.5499878,-11.19950671,-2.850036621
,,,,,86400,2,660.8,693.8,693.8,693.8,660.8,693.8,693.8,693.8,,,,35.836777,,16778,16778,312357,127075,127075,,,31043248128,255.8,693.8,7.5308576,479.958,385.39124,32157960192,0.16375,8298979,44361100,0.76079005,0.02807,44743800,117.712,5.8940463,1711843200,1743379200,1711843200,,675009984,19.36,,,,7.801,13.806,0.9754858,0.18961596,,,Suraj Estate Developers L,,1703562300,19800000,693.8,,,,,,none,,1117619968,25.486,2329319936,4297959936,4122139904,83.259,118.411,,,0.67233,0.56508,0.5164,SURAJEST.NS,692,693.8,692,693.7999878,693.7999878,693.7999878,691,2.799987793,No,693.7999878,693.7999878,691,0,-2.799987793
1,10,7,7,10,86400,2,444.85,448.9,441.55,449,444.85,448.9,441.55,449,,,0.251,19.71454,20.947866,1287103,1287103,33414498,26433601,26433601,442.45,442.05,1.19E+12,157.35,449,4.1647277,368.264,274.348,1.40E+12,0.21104999,1317909636,2693969920,0.51068,0.25191,2694880000,100.387,4.4029603,1711843200,1743379200,1711843200,0.324,60361998336,22.42,21.1,,,4.905,9.547,1.5863373,0.18961596,11,1652400000,INDUS TOWERS LIMITED,Indus Towers Limited,1356666300,19800000,442,400,180,258.44,250,2.6,hold,25,631000000,0.234,1.47E+11,2.05E+11,2.86E+11,75.932,106.135,0.326,0.065,0.53388,0.51376,0.35285,INDUSTOWER.NS,447.3500061,449,447.3500061,449,448.8999939,442,446.3500061,2.549987793,Yes,448.8999939,446.3500061,446.3500061,-2.549987793,-2.549987793
,,,,,86400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MADHUSUDAN.NS,0P0001RM7U,32000",,1695699900,19800000,,,,,,,,,,,,,,,,,,,,,MADHUSUDAN.NS,200,0,200,207.8000031,205,196.25,199,6,Yes,205,199,202.8000031,-6,-2.199996948
,,,,,86400,2,99.75,106.75,105.17,109.72,99.75,106.75,105.17,109.72,0.6,0.2362,0.823,43.17323,,788442,788442,555214,865098,865098,109.3,109.66,8555520000,38.6,109.72,2.7342157,92.1246,71.22065,8009308672,0.06343,14924820,78003000,0.78069,,78018600,16.758,6.5437407,1711843200,1743379200,1711843200,0.592,198479008,2.54,,05:01,1666137600,2.56,22.22,1.3920863,0.18961596,0.6,1694649600,TPL PLASTECH LTD.,TPL Plastech Limited,1432093500,19800000,109.66,,,,,,none,,55084000,0.708,360452992,305632992,3129058048,23.447,40.044,0.592,0.148,0.20759001,0.115200005,0.10335,TPLPLASTEH.NS,108.4199982,109.72,108.4199982,109.7200012,106.75,109.6600037,106.3357982,2.084199982,No,108.4199982,109.6600037,106.3357982,1.240005493,-2.084199982
,,,,,86400,2,522.05,530,506.05,533,522.05,530,506.05,533,2.5,0.0884,0.644,17.980566,,67832,67832,95797,70188,70188,508.35,508.85,11426481152,288.3,533,6.859254,448.421,433.76675,16313133056,0.38035,7529689,22455500,0.64356005,0.00865,23269100,208.346,2.4423316,1711843200,1743379200,1711843200,0.561,633611008,28.3,,,,9.793,12.6,0.58605504,0.18961596,2.5,1694736000,CSL Finance Limited,CSL Finance Limited,1658375100,19800000,508.85,,,,,,none,,633902976,27.815,1294712960,5049356800,1665848960,106.341,75.193,0.454,0.392,0.96753,0.77721,0.78528,CSLFINANCE.NS,529,533,529,533,530,508.8500061,528,2,Yes,530,528,528,-2,-2
,,,,,86400,2,153.35,158,156.8,161.01,153.35,158,156.8,161.01,2.5,0.22799999,0.418,24.469604,,84137,84137,38273,90805,90805,160,,5258844160,70.25,161.01,1.2998871,131.6316,126.37615,5285227520,0.052800003,8212446,32450000,0.70926005,,32661600,62.682,2.56868,1711843200,1743379200,1711843200,-0.197,213624000,6.58,,,,1.306,16.14,0.65604746,0.18961596,2,1721692800,MODISON LIMITED,Modison Limited,1620013500,19800000,161.01,,,,,,none,,8088000,0.249,327456000,317108000,4045616128,15.59,124.672,-0.195,0.299,0.20352,0.08094,0.07477,MODISONLTD.NS,155.9345093,161.01,155.9345093,161.0099945,158,161.0099945,154.9345093,3.065490723,No,158,161.0099945,156.0099945,3.009994507,-1.990005493
,,,,,86400,2,256.27,258.6,257.2,265.9,256.27,258.6,257.2,265.9,3.5,0.4768,1.059,35.633015,23.679964,1124028,1124028,3231173,3598990,3598990,261.03,261.35,1.80E+11,140.6,265.9,2.8385918,216.021,196.18726,1.90E+11,0.08124,301917523,688000000,0.56118,0.2524,688617984,53.815,4.85348,1711843200,1743379200,1711843200,-0.055,5147290112,7.33,11.03,,,2.993,23.761,0.77349484,0.18961596,3.5,1708041600,FIRSTSOURCE SOLUTI,Firstsource Solutions Limited,1172115900,19800000,261.19,300,220,248.3,244,1.9,buy,10,2081010048,3.026,7980630016,15486119936,63362449408,41.845,92.594,-0.057,0.073,0.37234002,0.12595001,0.10955,FSL.NS,262.7999878,265.9,262.7999878,265.8999939,258.6000061,261.2399902,259.1719879,3.627999878,No,262.7999878,261.2399902,260.8999939,-1.559997559,-1.899993896
,,,,,86400,2,182.73,185.95,185.23,189,182.73,185.95,185.23,189,0.1,0.0136,0.37,25.306957,,1592909,1592909,3430103,7993125,7993125,185.55,185.65,1.79E+11,100.55,189,1.779629,152.1126,150.90515,1.93E+11,0.07028,247509903,962040000,0.75073,0.09884,,47.014,3.9456332,1711843200,1743379200,1719705600,0.148,7050100224,7.33,,,,1.926,13.796,,,,,WELSPUN LIVING,Welspun Living Limited,1070509500,19800000,185.5,,,,,,none,,11635999744,11.974,14006474752,26322399232,1.00E+11,57.06,104.317,0.163,0.161,0.47019002,0.13962,0.09649,WELSPUNLIV.NS,186,189,186,189,185.9499969,185.5,184.9499969,1.050003052,No,186,185.5,184.9499969,-0.5,-1.050003052
,,,,,86400,2,170.22,175.31,175.3,180.96,170.22,175.31,175.3,180.96,,,0.987,,12.1633215,5915202,5915202,11559762,14169621,14169621,175.75,176.43,2.29E+11,46.5,180.96,13.145299,151.44405,124.33582,3.10E+11,-0.02319,861792414,1303789952,0.59238,0.14345,326339008,10.577,16.617188,1711843200,1743379200,1711843200,,-382900000,-0.37,14.45,04:01,1716508800,17.787,115.424,2.21853,0.18961596,,,INOX WIND LTD,Inox Wind Limited,1428551100,19800000,175.76,165,130,150,155,,none,3,539200000,0.336,2686299904,32484700160,17432399872,148.219,16.82,,1.735,0.30157,0.1541,0.13721,INOXWIND.NS,177,180.96,177,180.9600067,175.3099976,175.7599945,174.3099976,2.690002441,No,177,175.7599945,175.9600067,-1.240005493,-1.039993286
3,7,3,5,3,86400,2,396.3,404,401.4,408.3,396.3,404,401.4,408.3,13,0.4161,0.446,19.818716,16.673536,8306757,8306757,18850108,23967133,23967133,404.3,404.55,3.92E+12,209.65,408.3,2.1333835,370.743,328.08276,6.19E+12,0.116409995,4548477459,9696669696,0.52676,0.40570998,9701560320,165.692,2.4412766,1711843200,1743379200,1719705600,0.123,2.14E+11,20.41,24.26,06:05,1552953600,3.363,11.824,0.814976,0.18961596,3.25,1707177600,NTPC LTD,NTPC Limited,1099626300,19800000,404.5,495,258,403,414,1.9,buy,23,68973395968,7.119,5.23E+11,2.37E+12,1.84E+12,143.609,189.673,0.123,0.126,0.41534,0.28441998,0.20222999,NTPC.NS,399.5,408.3,399.5,408.2999878,404,404.5499878,398.5,5.5,No,404,404.5499878,403.2999878,0.549987793,-0.700012207
,,,,,86400,2,257.57,263.01,256.1,267.6,257.57,263.01,256.1,267.6,1.25,0.047199998,0.845,16.159218,,621699,621699,488511,881606,881606,256.37,256.69,9060513792,105.5,267.6,1.1082824,200.3602,172.0863,9831265280,0.07219,15452665,35286500,0.56261003,,35326900,100.025,2.567058,1711843200,1743379200,1719705600,0.197,590132992,15.89,,02:01,1359331200,1.203,9.262,1.2090051,0.18961596,1.25,1720742400,20 MICRONS LTD,20 Microns Limited,1223264700,19800000,256.77,110,110,110,110,2,buy,1,487467008,13.815,1061450752,1218547968,8175275008,34.413,231.628,0.196,0.21,0.46505,0.12984,0.11287,20MICRONS.NS,262.0799866,267.6,262.0799866,267.6000061,263.0100098,256.769989,261.0799866,1.930023193,Yes,263.0100098,261.0799866,262.6000061,-1.930023193,-0.410003662
,,,,,86400,2,1676.65,1698,1675.05,1702.8,1676.65,1698,1675.05,1702.8,2.5,0.18020001,0.625,101.35844,64.93825,332259,332259,2029685,1995851,1995851,1682.3,1681.9,2.19E+12,795.5,1702.8,13.277466,1564.904,1354.3812,2.23E+12,0.13142,465017709,1299449984,0.6291,0.19558,,53.39,31.51433,1703980800,1735603200,1711843200,0.252,21641209856,16.6,25.91,03:02,1623283200,13.542,56.474,,,,,VARUN BEVERAGES,Varun Beverages Limited,1478576700,19800000,1682.55,1977,910,1590.59,1650,1.8,buy,17,4572369920,3.519,39484547072,54313099264,1.65E+11,76.663,126.813,0.252,0.109,0.54814,0.23978001,0.18559,VBL.NS,1693,1702.8,1693,1702.800049,1698,1682.550049,1692,6,Yes,1698,1692,1697.800049,-6,-0.199951172
,,,,,86400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RMDRIP.NS,0P0001BQEC,2000",,1507088700,19800000,,,,,,,,,,,,,,,,,,,,,RMDRIP.NS,160,0,160,165,159.75,165,158.75,1.25,No,160,165,160,5,0
