Ticker,ATH,Today's High,T_open,CMP,SL,SL-HIT,Volume,Entry,Exit,Profit
SBILIFE.NS,1570.0,1620.9000244140625,1562.8499755859375,1613.449951171875,1562.8499755859375,No,2497948,1570.0,1613.449951171875,43.449951171875
GODREJAGRO.NS,841.9500122070312,876.7000122070312,845.3499755859375,864.9000244140625,841.9500122070312,No,2070327,845.3499755859375,864.9000244140625,19.550048828125
TRIVENI.NS,433.6499938964844,434.8500061035156,430.0,418.54998779296875,430.0,Yes,1861968,433.6499938964844,430.0,-3.649993896484375
GRASIM.NS,2850.0,2852.949951171875,2850.0,2803.75,2850.0,Yes,1333280,2850.0,2850.0,0.0
AWHCL.NS,613.5,620.4000244140625,580.5,602.9000244140625,607.365,Yes,1126389,613.5,607.365,-6.134999999999991
GLENMARK.NS,1397.0,1416.0999755859375,1382.800048828125,1408.0,1383.03,No,887205,1397.0,1408.0,11.0
EMUDHRA.NS,915.9000244140625,921.0,910.0,870.0,910.0,Yes,735385,915.9000244140625,910.0,-5.9000244140625
TIPSINDLTD.NS,561.9000244140625,575.0,555.0,571.2000122070312,556.2810241699219,No,603524,561.9000244140625,571.2000122070312,9.29998779296875
MINDTECK.NS,365.20001220703125,390.95001220703125,361.25,390.95001220703125,361.54801208496093,No,563670,365.20001220703125,390.95001220703125,25.75
SELAN.NS,805.0,813.7000122070312,748.9000244140625,776.0,796.95,Yes,513442,805.0,796.95,-8.049999999999955
NEWGEN.NS,1058.0999755859375,1092.0,1033.0,1038.75,1047.518975830078,Yes,506113,1058.0999755859375,1047.518975830078,-10.580999755859466
MARINE.NS,239.6999969482422,251.67999267578125,251.67999267578125,251.67999267578125,239.6999969482422,No,455467,251.67999267578125,251.67999267578125,0.0
ALMONDZ.NS,158.7899932861328,166.72000122070312,166.72000122070312,156.50999450683594,158.7899932861328,Yes,406891,166.72000122070312,158.7899932861328,-7.9300079345703125
SAFARI.NS,2313.3880630925087,2350.0,2201.25,2151.60009765625,2290.2541824615837,Yes,361356,2313.3880630925087,2290.2541824615837,-23.133880630924978
MMFL.NS,1365.0,1403.949951171875,1334.0,1388.9000244140625,1351.35,No,342580,1365.0,1388.9000244140625,23.9000244140625
UNIVCABLES.NS,843.0,909.9000244140625,817.2999877929688,861.5499877929688,834.5699999999999,No,324183,843.0,861.5499877929688,18.54998779296875
NAVA.NS,794.8499755859375,794.9000244140625,778.7999877929688,789.4000244140625,786.9014758300781,No,264238,794.8499755859375,789.4000244140625,-5.449951171875
HERCULES.NS,647.4500122070312,656.0,646.0,649.0,646.0,No,204074,647.4500122070312,649.0,1.54998779296875
RPGLIFE.NS,1722.6994621347192,1734.0,1575.1500244140625,1640.5,1705.472467513372,Yes,162155,1722.6994621347192,1705.472467513372,-17.226994621347103
WANBURY.NS,183.49000549316406,192.66000366210938,189.89999389648438,192.66000366210938,183.49000549316406,No,108172,189.89999389648438,192.66000366210938,2.760009765625
GPTINFRA.NS,200.10000610351562,204.0,201.0,190.10000610351562,200.10000610351562,Yes,92189,201.0,200.10000610351562,-0.899993896484375
GET&D.NS,1720.949951171875,1762.0,1762.0,1680.0,1720.949951171875,Yes,84258,1762.0,1720.949951171875,-41.050048828125
DODLA.NS,1160.0,1174.699951171875,1115.8499755859375,1144.3499755859375,1148.4,Yes,78087,1160.0,1148.4,-11.599999999999909
INSPIRISYS.NS,137.89999389648438,140.8699951171875,140.8699951171875,140.8699951171875,137.89999389648438,No,56013,140.8699951171875,140.8699951171875,0.0
GANECOS.NS,1569.0,1569.8499755859375,1561.050048828125,1553.0,1561.050048828125,Yes,53536,1569.0,1561.050048828125,-7.949951171875
KEYFINSERV.NS,220.0,256.9200134277344,225.0,256.9200134277344,220.0,No,53389,225.0,256.9200134277344,31.920013427734375
MPSLTD.NS,2093.102182005682,2162.0,2058.0,2089.0,2072.1711601856255,No,45089,2093.102182005682,2089.0,-4.1021820056821525
21STCENMGM.NS,79.51000213623047,81.0999984741211,81.0999984741211,81.0999984741211,79.51000213623047,No,22,81.0999984741211,81.0999984741211,0.0
NIRAJISPAT.NS,191.39999389648438,191.39999389648438,191.39999389648438,191.39999389648438,191.39999389648438,No,0,191.39999389648438,191.39999389648438,0.0
