Ticker,ATH,52WeekHigh,Breakout,Today's High,T_open,CMP,SL,SL Points,SL-HIT,Volume,Entry,Exit,Profit
ASALCBR.NS,770.9500122070312,787.45,770.9500122070312,787.4500122070312,754.0,761.0,762.240512084961,8.709500122070267,Yes,142641,770.9500122070312,762.240512084961,-8.709500122070267
PGIL.NS,895.0,904.0,895.0,904.0,872.5499877929688,892.6500244140625,885.05,9.950000000000045,No,131125,895.0,892.6500244140625,-2.3499755859375
PITTIENG.NS,1204.0,1208.8,1204.0,1208.800048828125,1193.0,1188.0,1192.0,12.0,Yes,124440,1204.0,1192.0,-12.0
KINGFA.NS,2855.949951171875,2889.95,2855.949951171875,2889.949951171875,2510.0,2880.050048828125,2826.390451660156,29.55949951171897,No,122065,2855.949951171875,2880.050048828125,24.10009765625
CHEMFAB.NS,850.0,898.95,850.0,898.9500122070312,836.0499877929688,878.9000244140625,840.5,9.5,No,120286,850.0,878.9000244140625,28.9000244140625
RELIABLE.NS,82.55000305175781,86.65,82.55000305175781,86.6500015258789,86.0,83.0999984741211,81.55000305175781,4.4499969482421875,No,111135,86.0,83.0999984741211,-2.9000015258789062
GANECOS.NS,1575.699951171875,1594.45,1575.699951171875,1594.449951171875,1556.449951171875,1586.6500244140625,1558.9429516601563,16.756999511718732,No,74064,1575.699951171875,1586.6500244140625,10.9500732421875
PIGL.NS,92.99800361633795,95.41,92.99800361633795,95.41000366210938,95.30000305175781,95.41000366210938,91.99800361633795,3.3019994354198587,No,71737,95.30000305175781,95.41000366210938,0.1100006103515625
IFBIND.NS,1755.0,1765.0,1755.0,1765.0,1714.0,1740.199951171875,1736.45,18.549999999999955,No,70943,1755.0,1740.199951171875,-14.800048828125
IMPAL.NS,1189.75,1311.2,1189.75,1311.199951171875,1128.0,1249.5,1176.8525,12.897500000000036,No,53451,1189.75,1249.5,59.75
SKYGOLD.NS,2251.89990234375,2364.4,2251.89990234375,2364.39990234375,2300.0,2340.0,2250.89990234375,49.10009765625,No,40265,2300.0,2340.0,40.0
SUNCLAY.NS,1925.25,1950.0,1925.25,1950.0,1890.0,1900.0,1904.9975,20.252500000000055,Yes,33336,1925.25,1904.9975,-20.252500000000055
WOMANCART.NS,276.0,0.0,276.0,289.79998779296875,289.79998779296875,289.75,275.0,14.79998779296875,No,12800,289.79998779296875,289.75,-0.04998779296875
GOLDKART.NS,126.0,0.0,126.0,132.1999969482422,131.8000030517578,131.9499969482422,125.0,6.8000030517578125,No,5000,131.8000030517578,131.9499969482422,0.149993896484375
KONTOR.NS,150.25,0.0,150.25,157.75,157.75,157.75,149.25,8.5,No,4800,157.75,157.75,0.0
